index,id,artist,asciiName,attractionLights,availability,boosterTypes,borderColor,cardKingdomEtchedId,cardKingdomFoilId,cardKingdomId,cardParts,cardsphereId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,rebalancedPrintings,scryfallId,scryfallIllustrationId,scryfallOracleId,securityStamp,setCode,side,signature,subtypes,supertypes,tcgplayerEtchedProductId,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
611,612,Jesper Myrfors,,,paper,draft,white,,,13061,,45664,B,,B,6.0,,17580.0,,,,,nonfoil,,"Created to destroy Dominia, Demons can sometimes be bent to a more focused purpose.",,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{3}{B}{B}{B},6.0,4651,,,4afcb878-f637-5932-8299-40c7312487fc,,,656,Demonic Hordes,104,,,"Tap to destroy 1 land. Pay o
Bo
Bo
B during upkeep or the Hordes become tapped and you lose a land of opponent's choice.",Summon - Demons,,5,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME4,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/dbcb4754f4acc3f7', 'tcgplayer': 'https://mtgjson.com/links/e2c0692dd85b6279'}",rare,,812a0a10-0765-499f-8581-c4d7e0e81299,7e61c768-a46b-4237-b3df-f57e8c3035e9,2847c8a0-f6aa-4e4a-a7b8-fc116436a264,,2ED,,,Demon,,,9033,"{T}: Destroy target land.
At the beginning of your upkeep, unless you pay {B}{B}{B}, tap Demonic Hordes and sacrifice a land of an opponent's choice.",5,Creature — Demon,Creature,a7fccc50-2d41-5aa1-9a99-3c3c3b3af4a8,,
621,622,Daniel Gelon,,,paper,draft,white,,,13143,,45748,B,,B,4.0,,12838.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{B}{B}{B}{B},4.0,4671,,,051ce39a-03b4-5ee7-b731-dd0bd61c0a82,,,666,Lich,114,,,"You lose all life. If you gain life later in the game, instead draw one card from your library for each life. For each point of damage you suffer, you must destroy one of your cards in play. Creatures destroyed in this way cannot be regenerated. You lose if this enchantment is destroyed or if you suffer a point of damage without sending a card to the graveyard.",Enchantment,,,"2ED,30A,CED,CEI,LEA,LEB,ME4",,"{'cardKingdom': 'https://mtgjson.com/links/562ad323cd91d077', 'tcgplayer': 'https://mtgjson.com/links/1277ddf93583b0dd'}",rare,,5bded615-62bc-40f6-9a54-7c9d0d551d4c,e652abd6-370c-428d-b1a7-b73099566e68,5b7515f2-7a5a-4e2a-9784-6cbacd768172,,2ED,,,,,,9117,"As Lich enters the battlefield, you lose life equal to your life total.
You don't lose the game for having 0 or less life.
If you would gain life, draw that many cards instead.
Whenever you're dealt damage, sacrifice that many nontoken permanents. If you can't, you lose the game.
When Lich is put into a graveyard from the battlefield, you lose the game.",,Enchantment,Enchantment,7ba7938b-ff11-567c-87af-8b940b107d3f,,
644,645,Jesper Myrfors,,,paper,draft,white,,,13294,,45902,B,,B,2.0,,15135.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{B}{B},2.0,4717,,,11ad7519-8481-5fad-ac1f-8c675c36fed9,,,689,Word of Command,137,,,You may look at opponent's hand and choose any card opponent can legally play using mana from his or her mana pool or lands. Opponent must play this card immediately; you make all the decisions it calls for. This spell may not be countered after you have looked at opponent's hand.,Instant,,,"2ED,30A,CED,CEI,LEA,LEB,ME4",,"{'cardKingdom': 'https://mtgjson.com/links/82260cd3d490b57b', 'tcgplayer': 'https://mtgjson.com/links/ab2562db9689a08a'}",rare,,239c8547-207b-41d1-a2be-8825bfc6ef7f,58147ab5-fb67-4102-9b17-64adac0a4482,e8ad3a77-b293-4d69-b080-27ca9f95d443,,2ED,,,,,,9271,"Look at target opponent's hand and choose a card from it. You control that player until Word of Command finishes resolving. The player plays that card if able. While doing so, the player can activate mana abilities only if they're from lands that player controls and only if mana they produce is spent to activate other mana abilities of lands the player controls and/or to play that card. If the chosen card is cast as a spell, you control the player while that spell is resolving.",,Instant,Instant,e2035cc5-cd36-5a25-932e-a2fd114e38ac,,
660,661,Amy Weber,,,paper,draft,white,,,13093,,45697,R,,R,2.0,,4621.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{R}{R},2.0,4933,,,1df2862a-abef-5ee4-bf35-53e75ae32163,,,797,Fork,153,,,Any sorcery or instant spell just cast is doubled. Treat Fork as an exact copy of target spell except that Fork remains red. Copy and original may have different targets.,Interrupt,,,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME4,PRM,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/624d7d0fe55c305a', 'tcgplayer': 'https://mtgjson.com/links/8a13c503905179fd'}",rare,,a877d692-018b-4a08-ab6f-9707b267f6fd,d225980a-5536-4f54-9084-7789cdf59db0,50c53ae0-51ba-4046-ac74-87c65e688032,,2ED,,,,,,9066,"Copy target instant or sorcery spell, except that the copy is red. You may choose new targets for the copy.",,Instant,Instant,f9dde014-ef02-5395-8c6e-229e5364d496,,
663,664,Christopher Rush,,,paper,draft,white,,,13104,,45708,R,,R,3.0,,20601.0,,,,,nonfoil,,"""While most overworlders fortunately don't realize this, Gargoyles can be most delicious, providing you have the appropriate tools to carve them.""
—The Underworld Cookbook, by Asmoranomardicadaistinaculdacar",,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Flying,English,normal,,,,{2}{R},3.0,4939,,,97845257-9355-5698-92b9-52653d12d479,,,800,Granite Gargoyle,156,,,"Flying; oo
R +0/+1 until end of turn.",Summon - Gargoyle,,2,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME1,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/bfdfb31529cbd7dd', 'tcgplayer': 'https://mtgjson.com/links/1467262217391a8a'}",rare,,01116585-a8c7-4619-b0a6-fcfe78fdaf3c,da66ee1c-d474-45c2-bbc9-81ec9a666e04,ef5248d4-4cd1-447c-bdcc-78a09a67d923,,2ED,,,Gargoyle,,,9077,"Flying
{R}: Granite Gargoyle gets +0/+1 until end of turn.",2,Creature — Gargoyle,Creature,885e4a17-35b7-5e81-bf76-3b6da1033aa6,,
676,677,Sandra Everingham,,,paper,draft,white,,,13201,,45808,R,,R,2.0,,14421.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{R}{R},2.0,4965,,,4d564510-7704-509e-bce9-e91f8639e9dd,,,813,Raging River,169,,,"When you attack, non-flying defending creatures must be divided as opponent wishes between the left and right sides of the River. You then choose on which side of the River to place each attacking creature, and attacking creatures can only be blocked by flying creatures or those on the same side of the River.",Enchantment,,,"2ED,30A,CED,CEI,LEA,LEB",,"{'cardKingdom': 'https://mtgjson.com/links/91aaa8a265754668', 'tcgplayer': 'https://mtgjson.com/links/9e36f473189eb6d5'}",rare,,7ee63877-056e-413d-932a-a393a4183686,378d7247-360c-4ecb-b444-95d8bb1a5dd5,a2310312-6e1e-4e34-a351-9aef499a810f,,2ED,,,,,,9177,"Whenever one or more creatures you control attack, each defending player divides all creatures without flying they control into a ""left"" pile and a ""right"" pile. Then, for each attacking creature you control, choose ""left"" or ""right."" That creature can't be blocked this combat except by creatures with flying and creatures in a pile with the chosen label.",,Enchantment,Enchantment,e8dd7caa-24ac-5e83-bb28-7175a9c1c9ff,,
678,679,Andi Rusu,,,paper,draft,white,,,13211,,45817,R,,R,4.0,,22085.0,,,,,nonfoil,,"We encountered a valley topped with immense boulders and eerie rock formations. Suddenly one of these boulders toppled from its perch and sprouted gargantuan wings, casting a shadow of darkness and sending us fleeing in terror.",,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Flying,English,normal,,,,{3}{R},4.0,4969,,,2d5da7ac-0432-57b3-a631-e9bca7434f60,,,815,Roc of Kher Ridges,171,,,Flying,Summon - Roc,,3,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME4,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/02a8c79220312d8d', 'tcgplayer': 'https://mtgjson.com/links/067e2f3219d3683d'}",rare,,7509b414-aea1-4f87-993a-ee7b9aee509b,61a33177-e985-4996-92e0-ea59af108be7,01f07ab9-3c3e-4fea-9cd6-543a5b7056b8,,2ED,,,Bird,,,9186,Flying,3,Creature — Bird,Creature,9484132c-9ea2-5bf8-a74e-f30aac75d93a,,
679,680,Jeff A. Menges,,,paper,draft,white,,,13212,,45818,R,,R,2.0,,20049.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{X}{R}{R},2.0,4971,,,770a6a5a-3e87-5d14-95dd-24142223d4fc,,,816,Rock Hydra,172,,,"Put X +1/+1 counters (heads) on Hydra. Each point of damage Hydra suffers destroys one head unless o
R is spent. During upkeep, new heads may be grown for o
Ro
Ro
R apiece.",Summon - Hydra,,0,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME4,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/9bf91f16bba6ea31', 'tcgplayer': 'https://mtgjson.com/links/5e8bbc71afadbc7b'}",rare,,aae6ce4f-d3ba-4b6c-a9c3-9ecbc7a3d5c8,1d45fef3-f97c-4da8-93a8-a24ca312e3fe,aff84707-f5f8-4f53-869e-feec78da8d8d,,2ED,,,Hydra,,,9187,"Rock Hydra enters the battlefield with X +1/+1 counters on it.
For each 1 damage that would be dealt to Rock Hydra, if it has a +1/+1 counter on it, remove a +1/+1 counter from it and prevent that 1 damage.
{R}: Prevent the next 1 damage that would be dealt to Rock Hydra this turn.
{R}{R}{R}: Put a +1/+1 counter on Rock Hydra. Activate only during your upkeep.",0,Creature — Hydra,Creature,32e1e867-6304-545d-876d-c3b57b3df272,,
680,681,Dan Frazier,,,paper,draft,white,,,13224,,45830,"B,R",,R,3.0,,21456.0,,,,,nonfoil,,"The stench in the hovel was overpowering; something loathsome was cooking. Occasionally something surfaced in the thick paste, but my host would casually push it down before I could make out what it was.",,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{2}{R},3.0,4973,,,44c241e3-007a-5456-a5d3-c8e2c6ba4709,,,817,Sedge Troll,173,,,"oo
B Regenerates. Troll gains +1/+1 if controller has swamps in play.",Summon - Troll,,2,"2ED,30A,3ED,CED,CEI,FBB,LEA,LEB,ME4,PRM,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/9dda1b8116353542', 'tcgplayer': 'https://mtgjson.com/links/ce5be4dd1cce1a17'}",rare,,5a30ed3f-0b21-45ea-83af-339249b4e93e,c41945da-26c2-4bf7-aa00-32502121da7b,a6a43190-cca2-4f07-afe9-8af681d777da,,2ED,,,Troll,,,9199,"Sedge Troll gets +1/+1 as long as you control a Swamp.
{B}: Regenerate Sedge Troll.",2,Creature — Troll,Creature,d7ca5ee9-8d2f-531d-84c7-f00299a4d01e,,
687,688,Anson Maddocks,,,paper,draft,white,,,13262,,45870,R,,R,5.0,,22149.0,,,,,nonfoil,,"None know if this Giant is the result of aberrant magics, Siamese twins, or a mentalist's schizophrenia.",,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Trample,English,normal,,,,{4}{R},5.0,4987,,,04f26625-d711-539b-9f4c-54e01eacc233,,,824,Two-Headed Giant of Foriys,180,,,"Trample
May block two attacking creatures; divide damage between them however controller likes.",Summon - Giant,,4,"2ED,30A,CED,CEI,LEA,LEB,ME4,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/106c37be8e15fac5', 'tcgplayer': 'https://mtgjson.com/links/37637ae5081c52dd'}",rare,,67299451-5302-4639-a4bc-6109521a2c0c,fc1a9f60-e104-4eec-a885-022baade17c1,38aa31bd-7145-43b9-9409-463d9ad6cd69,,2ED,,,Giant,,,9239,"Trample
Two-Headed Giant of Foriys can block an additional creature each combat.",4,Creature — Giant,Creature,366fe3cb-f731-5bac-86ca-8ae24a87dd59,,
691,692,Daniel Gelon,,,paper,draft,white,,,13287,,45895,R,,R,3.0,,445.0,,,,,nonfoil,,,,1993,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,English,normal,,,,{2}{R},3.0,4995,,,89a58ac5-5a65-5adc-b0ad-9ccbce49ab11,,,828,Wheel of Fortune,184,,,Both players must discard their hands and draw seven new cards.,Sorcery,,,"2ED,30A,3ED,CED,CEI,FBB,G10,LEA,LEB,ME4,OLEP,PRM,SUM,VMA",,"{'cardKingdom': 'https://mtgjson.com/links/9ce9d0dc24289cfe', 'tcgplayer': 'https://mtgjson.com/links/19341c3ac8b7c0f9'}",rare,,4407fb95-0ed2-4c95-91b9-09eb52bf537e,2374c264-9c65-4961-84e4-ec44c241355c,a8abd966-de7b-46a3-8ac7-8747ab35653a,,2ED,,,,,,9264,"Each player discards their hand, then draws seven cards.",,Sorcery,Sorcery,5bbffa23-158c-5d91-9558-a3639b15227c,,
