index,id,artist,asciiName,attractionLights,availability,boosterTypes,borderColor,cardKingdomEtchedId,cardKingdomFoilId,cardKingdomId,cardParts,cardsphereId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,rebalancedPrintings,scryfallId,scryfallIllustrationId,scryfallOracleId,securityStamp,setCode,side,signature,subtypes,supertypes,tcgplayerEtchedProductId,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
927,928,Caio Monteiro,,,"mtgo,paper",draft,black,,263734,263310,,90623,R,,R,4.0,,11780.0,,,,,"nonfoil,foil",,Not all storms come from the sky.,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{3}{R},4.0,665748,308509,,e0074991-d0f4-50fd-a1da-59b3a8562939,,101720,571451,Living Lightning,118,,,"When Living Lightning dies, return target instant or sorcery card from your graveyard to your hand.",Creature — Elemental Shaman,,3,"2X2,JMP",,"{'cardKingdom': 'https://mtgjson.com/links/24899cc370f857b6', 'cardKingdomFoil': 'https://mtgjson.com/links/d92230bcf2bd9764', 'cardmarket': 'https://mtgjson.com/links/aac72e59b289f679', 'tcgplayer': 'https://mtgjson.com/links/cd43812e174bd8ec'}",common,,0104b9b6-7727-45e9-931f-28f7facf8692,738a4f6d-12c0-49e2-a831-cd04f069bb56,1f4738db-be2e-4d02-ad0c-1b74dd6bbfdc,,2X2,,,"Elemental,Shaman",,,277219,"When Living Lightning dies, return target instant or sorcery card from your graveyard to your hand.",2,Creature — Elemental Shaman,Creature,009c492a-c0e1-5dba-9caa-68e52d73e556,,
1129,1130,Richard Wright,,,"mtgo,paper",draft,black,,263481,262753,,90061,,,,0.0,,205.0,,,,,"nonfoil,foil",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,,0.0,664069,205360,,ca7dab25-4d5a-5519-9b3d-0d5d58a3172e,,102124,571653,Cavern of Souls,320,,,"As Cavern of Souls enters the battlefield, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.",Land,,,"2X2,AVR,MM3,PLIST,PUMA,UMA,ZNE",,"{'cardKingdom': 'https://mtgjson.com/links/7527fdd9fe9427e1', 'cardKingdomFoil': 'https://mtgjson.com/links/5ac714e62ddb902f', 'cardmarket': 'https://mtgjson.com/links/a2db7cfc4f43168c', 'tcgplayer': 'https://mtgjson.com/links/09a4d2990ac85547'}",mythic,,e697ea72-e10e-4fed-be8f-8c6455cc3fc8,9004efc5-75f6-49aa-9a7d-af657f408b5c,89ca686a-7c72-4d8f-9290-e89635624a83,oval,2X2,,,,,,276316,"As Cavern of Souls enters the battlefield, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.",,Land,Land,01603f03-a5ea-53d0-9d9e-14770b97be39,"749ccb78-b54f-520e-ab79-80d56cb90b1e,f59890f1-d5da-5d4d-99ed-7fd1a65de3c7",
1183,1184,Scott M. Fischer,,,paper,,borderless,,263410,263199,,90819,"G,R",,"G,R",2.0,,9458.0,,,,,"nonfoil,foil",,,inverted,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,English,normal,,,,{R/G}{R/G},2.0,665223,207092,,d981f770-9a55-5047-9e35-30587948f50c,,,573036,Burning-Tree Emissary,374,,,"When Burning-Tree Emissary enters the battlefield, add {R}{G}.",Creature — Human Shaman,,2,"2X2,DDS,GK2,GTC,HA1,MM3",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/e6c80b57292b9b59', 'cardKingdomFoil': 'https://mtgjson.com/links/dd2c64de5a1a749e', 'cardmarket': 'https://mtgjson.com/links/7bb44adba0a6a55d', 'tcgplayer': 'https://mtgjson.com/links/36af72baadcf52d4'}",common,,78efee5c-970c-4f9b-9a6b-96ef3e79caaa,9229d491-dbd3-43c0-ab9e-fbe4482faf55,327d9679-0049-4401-8dab-e0fb362306bd,,2X2,,,"Human,Shaman",,,277242,"When Burning-Tree Emissary enters the battlefield, add {R}{G}.",2,Creature — Human Shaman,Creature,02255d52-a851-59b4-9177-0fabc9eb6f79,d640fb11-ab4e-5aa2-9257-82a293890663,
1292,1293,Karl Kopinski,,,paper,,black,262968,,,,90910,"R,U",,"R,U",4.0,,4619.0,,,,,etched,,,inverted,2015,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,English,normal,,,,{2}{U}{R},4.0,664489,209841,,143b23f1-0e67-5cd2-bc53-8bc7f8ae8734,,,573451,Dack's Duplicate,483,,,"You may have Dack's Duplicate enter the battlefield as a copy of any creature on the battlefield, except it has haste and dethrone. (Whenever it attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)",Creature — Shapeshifter,,0,"2X2,CNS,VMA",boosterfun,"{'cardKingdomEtched': 'https://mtgjson.com/links/2414ffa94303ec4a', 'cardmarket': 'https://mtgjson.com/links/ceab5ee40e72d78f', 'tcgplayerEtched': 'https://mtgjson.com/links/bc5bf062fa4c1948'}",rare,,121ea9e6-aebd-4053-9104-339a47a1430a,154cfb00-88d7-4c66-bb3e-8f0a315ec96f,724767ca-bd84-4137-9133-4ad2e96b8428,oval,2X2,,,Shapeshifter,,276468,,"You may have Dack's Duplicate enter the battlefield as a copy of any creature on the battlefield, except it has haste and dethrone. (Whenever it attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)",0,Creature — Shapeshifter,Creature,036b8e20-524b-5293-8265-254bed81e798,9afbdd7b-d5e3-5055-9834-7143c7853ded,
1310,1311,Zoltan Boros & Gabor Szikszai,,,paper,,black,262849,,,,90871,"U,W",,"U,W",4.0,,2165.0,,,,,etched,,"The Arbiter is a conduit of justice, a will so disciplined that it dispenses justice without ego or remorse.","legendary,inverted",2015,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{2}{W}{U},4.0,664523,7591,,252f7d44-17bf-5aca-a7db-4062abdeb688,,,573469,Grand Arbiter Augustin IV,501,,,"White spells you cast cost {1} less to cast.
Blue spells you cast cost {1} less to cast.
Spells your opponents cast cost {1} more to cast.",Legendary Creature — Human Advisor,,2,"2X2,DIS,MMA,PJ21,PLIST",boosterfun,"{'cardKingdomEtched': 'https://mtgjson.com/links/710c44df958fbeee', 'cardmarket': 'https://mtgjson.com/links/0d024a497aa74aae', 'tcgplayerEtched': 'https://mtgjson.com/links/525724e5c519aaa4'}",rare,,51ecdb6c-7456-4941-b51f-5600ec337479,1c9fc07a-8a29-4b8e-88bf-12d9b82f7464,1f8d4d5f-e82f-45f3-823e-1bb6b536eb18,oval,2X2,,,"Human,Advisor",Legendary,276440,,"White spells you cast cost {1} less to cast.
Blue spells you cast cost {1} less to cast.
Spells your opponents cast cost {1} more to cast.",3,Legendary Creature — Human Advisor,Creature,02f406d8-b1d5-5be6-9b90-263bc8414ee5,"d9f634fb-ddd4-5284-9959-a9dfda961e0a,ab0fd9eb-fb14-58e1-b39a-07973bb9d859",
1382,1383,Scott M. Fischer,,,paper,,borderless,,262760,,,,B,,B,3.0,,4614.0,,,,,foil,,,inverted,2015,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mill,English,normal,"{'brawl': False, 'commander': False, 'oathbreaker': True}",,3,{1}{B}{B},3.0,664275,223052,,2f595d8b-0ea4-53fc-928a-84af8b773755,,,572991,"Liliana, the Last Hope",573,,,"+1: Up to one target creature gets -2/-1 until your next turn.
−2: Mill two cards, then you may return a creature card from your graveyard to your hand.
−7: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",Legendary Planeswalker — Liliana,,,"2X2,EMN,MED,PEMN,PLIST,PS16","textured,boosterfun","{'cardKingdomFoil': 'https://mtgjson.com/links/25a8b7e27f0ff663', 'cardmarket': 'https://mtgjson.com/links/fb7dfb9144558fc5', 'tcgplayer': 'https://mtgjson.com/links/15738eb0e6b984fd'}",mythic,,d5e2a410-fca6-4d3d-9b6b-519a968e5e86,200cf618-f0c7-43f2-a054-ff29588ef50d,64a9a6b4-26b5-4d23-be86-85c54e9c4727,oval,2X2,,,Liliana,Legendary,,276371,"[+1]: Up to one target creature gets -2/-1 until your next turn.
[−2]: Mill two cards, then you may return a creature card from your graveyard to your hand.
[−7]: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",,Legendary Planeswalker — Liliana,Planeswalker,001e28fe-5bc1-57ef-9814-adc1195a297b,"7a05291f-d4ec-597f-8685-db41838d38c5,d0d78dd8-cbe2-5387-8433-5ce7e4ef0d11,f93cadb6-5cd4-5b3b-a374-c44c57cd1c01",
1449,1450,Jana Schirmer & Johannes Voss,,,"mtgo,paper",draft,black,,236505,236075,,69566,U,,U,4.0,,397.0,,,,,"nonfoil,foil",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{3}{U/P},4.0,484269,202642,,8f93c0de-b47a-55b4-a7a3-c7389f690d4b,,82156,489734,Phyrexian Metamorph,61,,,"({PU} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.",Artifact Creature — Shapeshifter,,0,"2XM,HA6,MB1,NPH,PNPH,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/8ccfcbda45e6abb3', 'cardKingdomFoil': 'https://mtgjson.com/links/c5dd758a3d925e95', 'cardmarket': 'https://mtgjson.com/links/b328eca005b049ca', 'tcgplayer': 'https://mtgjson.com/links/7b9092a55b054192'}",rare,,d6afeb07-ed44-4e15-99b6-436f8365326f,0ab6096e-884a-47dc-ab8a-e7cccdfbba6b,340bbe8b-e987-4c3e-ab4e-9dee63e57d4f,oval,2XM,,,"Phyrexian,Shapeshifter",,,218606,"({U/P} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.",0,Artifact Creature — Phyrexian Shapeshifter,"Artifact,Creature",0381e84a-634b-5b34-a4f5-bc314306344a,1ca5702b-74db-514d-be83-d0ea017c17a5,
1502,1503,Jonas De Ro,,,"mtgo,paper",draft,black,,236763,236350,,69127,R,,R,2.0,,235.0,,,,,"nonfoil,foil",,"The desert is a voracious beast, devouring both flesh and stone.",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{1}{R},2.0,486484,225938,,4733d8af-08b3-5927-8745-af235eec1f7d,,82262,489787,Abrade,114,,,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",Instant,,,"2XM,AKR,CMR,DBL,HOU,PHOU,PLIST,PRM,VOW",,"{'cardKingdom': 'https://mtgjson.com/links/fac175e6344aadf8', 'cardKingdomFoil': 'https://mtgjson.com/links/7bb471d015a63e0c', 'cardmarket': 'https://mtgjson.com/links/6a58516bab000e7b', 'tcgplayer': 'https://mtgjson.com/links/2006e5743e2e4be1'}",common,,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,e8fe1220-5413-4c41-92e3-9e32275c7bd5,f9db72dc-9a5b-48a4-a86e-7464d9a2166a,,2XM,,,,,,219498,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",,Instant,Instant,01df4e32-7fe4-5b8d-9460-0f08fa29153e,,
1557,1558,Daniel Ljunggren,,,"mtgo,paper",draft,black,,236677,236264,,69474,G,,G,1.0,,5228.0,,,,,"nonfoil,foil",,"Even as the world was left cracked and gory by the marauding Eldrazi, new life began to drip from its wounds.",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{X}{X}{G},1.0,486629,11130,,f8c4297b-98bc-58ba-8bb9-888c1315959a,,82372,489842,Gelatinous Genesis,169,,,Create X X/X green Ooze creature tokens.,Sorcery,,,"2XM,ROE",,"{'cardKingdom': 'https://mtgjson.com/links/f5438bb5a5d5f872', 'cardKingdomFoil': 'https://mtgjson.com/links/76660b9a228350a7', 'cardmarket': 'https://mtgjson.com/links/fc441752542ab43b', 'tcgplayer': 'https://mtgjson.com/links/091fd91c415ce2b6'}",uncommon,,4e5c2be0-76ab-4873-a1fc-9ff65a9347c7,b3c6669b-9be7-4901-b108-9c2e6b0332cc,291e4b91-17c7-4b7b-8057-f0d361424016,,2XM,,,,,,219540,Create X X/X green Ooze creature tokens.,,Sorcery,Sorcery,02ba2b6f-23cd-5db0-b31f-1b701cd5c995,,
1617,1618,Eric Peterson,,,"mtgo,paper",draft,black,,236689,236276,,69682,"G,U",,"G,U",8.0,,15549.0,,,,,"nonfoil,foil",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Enchant,English,normal,,,,{5}{G}{U}{U},8.0,486709,6768,,e7cbb504-4220-5f2e-99de-e34731c85feb,,82492,489902,Yavimaya's Embrace,229,,,"Enchant creature
You control enchanted creature.
Enchanted creature gets +2/+2 and has trample.",Enchantment — Aura,,,"2XM,APC,MB1",,"{'cardKingdom': 'https://mtgjson.com/links/5a4b08544bd3e014', 'cardKingdomFoil': 'https://mtgjson.com/links/50026bd1c61acd71', 'cardmarket': 'https://mtgjson.com/links/c609f0f0a53929dd', 'tcgplayer': 'https://mtgjson.com/links/86cfbe4495d8c902'}",uncommon,,1ac29eb6-2770-4723-942b-b393c2abc02b,724b50f2-2845-4ec9-be43-2e2bea6af8fb,d5cb0370-a6f0-40c0-8b8f-553fca23778d,,2XM,,,Aura,,,219589,"Enchant creature
You control enchanted creature.
Enchanted creature gets +2/+2 and has trample.",,Enchantment — Aura,Enchantment,0098d837-df32-5b07-9c7a-6b6d48d790d5,,
